_uuid,today,general_info/q6_organization,general_info/q3_province,general_info/q4_district,s1_full_market_survey/q1_3_market_size,s1_full_market_survey/q1_4_market_appearance,s1_full_market_survey/q1_10_current_price_wheat_flour,s1_full_market_survey/q1_10_1_current_price_rice,s1_full_market_survey/q1_10_2_current_price_oil,s1_full_market_survey/q1_10_3_current_price_diesel,s1_full_market_survey/q1_17_1_room_cost_min,s1_full_market_survey/q1_17_2_room_cost_max
0577b530-0d7e-430f-8505-97cf88751412,2018-02-19,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,26,67,75,47,1000,2500
027eb517-168f-4c05-91a4-fdcfe3a7a00a,2018-02-20,ACTED,Badakhshan,Fayzabad,large,well_function_busy,24,92,80,50,2000,3000
3de22a69-4b70-4a21-88e4-0d9441ae5cb8,2018-02-20,ACTED,Badakhshan,Fayzabad,large,well_function_busy,26,100,80,50,2500,3000
4faa24c4-670f-45de-9c54-1ceb5a88e2d1,2018-02-20,ACTED,Badakhshan,Fayzabad,large,well_function_busy,26,100,80,50,2000,3500
6d74a17e-9fa6-49dd-aa41-025806b498fd,2018-02-20,ACTED,Badakhshan,Fayzabad,large,well_function_busy,25,95,80,50,3000,3500
87cd092c-b7d4-4561-a2e2-093b2e92aa7a,2018-02-20,ACTED,Badakhshan,Fayzabad,large,well_function_busy,25,95,80,50,2000,2500
1cc53572-6815-44dc-bde5-c02f0e82cc3b,2018-02-21,NRC,Nangarhar,Jalalabad,large,well_function_busy,24,87,65,65,3000,5000
e0a341f2-c3e3-4be4-9a5b-43856df627ff,2018-02-21,NRC,Nangarhar,Jalalabad,large,well_function_busy,24,97,64,64,3000,5000
29f9a0f3-9fe7-4ead-89c1-7386397e8b6d,2018-02-21,NRC,Nangarhar,Jalalabad,large,well_function_busy,24,100,66,65,3500,5500
cf916109-7674-46b0-985d-e1b74e3952ea,2018-02-21,NRC,Nangarhar,Kuz_Kunar,large,well_function_busy,25,85,67,67,2500,5000
74e3b9bd-a79e-4871-a7ff-5665259d963a,2018-02-21,NRC,Nangarhar,Kuz_Kunar,large,well_function_busy,25,85,67,67,2500,5000
2b016602-2cb5-4fd4-bc7b-5bf03ce6d375,2018-02-21,NRC,Nangarhar,Kuz_Kunar,large,well_function_busy,25,90,67,67,2500,5000
9b1ec473-730f-49cf-9cfc-f59a384e4bcd,2018-02-21,ACTED,Kunduz,Aliabad,large,well_function_busy,28,95,80,50,800,5000
0f096f59-884b-44a6-9e21-1036c4785247,2018-02-21,ACTED,Kunduz,Aliabad,large,well_function_busy,27,95,70,50,500,550
62ad18bb-c8ae-4e59-baec-cd7b4a08b434,2018-02-21,ACTED,Badakhshan,Fayzabad,large,well_function_busy,28,98,84,50,3000,3500
b713cf2e-737b-4293-92f0-74a50a18a65d,2018-02-21,ACTED,Badakhshan,Fayzabad,large,well_function_busy,26,95,82,50,3000,3500
4072625c-a6b0-4fc5-a095-d4c53e888d09,2018-02-21,ACTED,Badakhshan,Fayzabad,large,well_function_busy,28,100,80,50,3000,3500
c88e8495-8068-476a-ae11-4ec699617769,2018-02-25,DRC,Farah,Farah,medium,moderate_function,27,90,68,43,3000,8000
a4eb9c9f-fb06-420d-9c19-c0277e75cae5,2018-02-25,DRC,Farah,Farah,medium,moderate_function,27,92,68,43,2500,6000
01b688aa-43dd-4834-a618-64de0b47c2a5,2018-02-25,DRC,Farah,Farah,medium,moderate_function,26,90,69,43,3500,7500
93860b71-e1ed-45b9-9f1b-ad0a4a716550,2018-02-25,DRC,Laghman,Mehtarlam,large,well_function_busy,24,84,68,44,3000,8000
bb34fbf1-55c0-42b6-9fa0-88bcf7656e2e,2018-02-25,DRC,Laghman,Mehtarlam,large,well_function_busy,26,82,69,43,2500,7500
d96722a7-52fa-4470-b053-fb602ab23c31,2018-02-25,DRC,Laghman,Mehtarlam,large,well_function_busy,25,83,70,46,2000,8000
ed121860-a8a9-44e1-845f-99982990dafb,2018-03-01,PIN,Samangan,Aybak,large,well_function_busy,24,100,76,46,2000,8500
81f32d8d-8392-44e4-aa09-624d3c07a679,2018-03-01,PIN,Samangan,Aybak,large,well_function_busy,23,98,72,46,2000,9000
2464d467-35a1-433a-ac6b-db6005bf532a,2018-03-01,PIN,Samangan,Aybak,large,well_function_busy,24,100,77,46,2500,8500
1f3609dd-ea5d-4ac0-a420-649ae149545f,2018-03-04,NRC,Kandahar,Kandahar,large,well_function_busy,26,65,60,47,800,1200
844bc3c7-79c1-4af9-9d07-439a7265f254,2018-03-04,NRC,Kandahar,Kandahar,large,well_function_busy,25,62,60,46,1000,1200
afb8b0e2-8739-4bad-92ea-aaea35803502,2018-03-04,NRC,Kandahar,Kandahar,large,well_function_busy,27,58,59,46,900,1200
6de0c863-874a-4b48-96f5-4718ef4ccb5d,2018-03-06,ACTED,Takhar,Taloqan,large,well_function_busy,24,88,68,50,5000,8000
8d04da5c-9036-4dd0-9607-bd31ded23c23,2018-03-06,ACTED,Takhar,Taloqan,large,well_function_busy,23,86,63,50,4000,7000
9b2c4baa-c66e-4220-9f6f-0330670bab57,2018-03-06,ACTED,Takhar,Taloqan,large,well_function_busy,24,88,67,50,4000,10000
854c9ac4-78fc-42e9-ae83-51230f78776e,2018-03-08,ACTED,Baghlan,Pul_e_khumri,large,well_function_busy,24,100,90,50,3500,4000
23b69e54-0ae4-4372-a2aa-8a2b6d22c8e2,2018-03-08,ACTED,Baghlan,Pul_e_khumri,large,well_function_busy,26,100,94,50,3000,4000
75cba960-f7f3-4f66-8058-385197488fec,2018-03-08,ACTED,Baghlan,Pul_e_khumri,large,well_function_busy,24,96,89,50,3000,4500
d10d61a1-986a-44bc-a47c-7a26cdf5af1f,2018-03-11,NRC,Hirat,Hirat,large,well_function_busy,27,59,80,50,2000,2500
423e6827-2eb1-4722-bf37-2de2862d3ef6,2018-03-11,NRC,Hirat,Hirat,large,well_function_busy,26,75,58,51,2000,2200
da2000a9-9515-4649-8c6b-44a870c912d8,2018-03-11,NRC,Hirat,Hirat,large,well_function_busy,24,55,72,50,1500,2000
f9294387-294e-492f-b3b6-88ece8ecc2d4,2018-03-12,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,26,68,75,47,2000,3000
9b1ea687-6cae-432b-bfa6-53f9e378bad5,2018-03-12,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,25,70,72,47,2500,3000
067a3ef8-ae9c-4e40-8b53-d2f74ff4c04c,2018-03-12,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,28,78,80,47,2500,3000
229ba3f3-156f-4b22-8660-50624e0b43c6,2018-03-13,DRC,Farah,Farah,medium,moderate_function,29,91,70,43,3000,7000
c2390bd5-c8e1-41f8-a4ee-1b2d64a61fd9,2018-03-13,DRC,Farah,Farah,medium,moderate_function,28,90,68,43,3500,6500
2a70dcd7-931b-4c2a-acfe-44e878536ad8,2018-03-13,DRC,Farah,Farah,medium,moderate_function,29,90,68,43,4000,7000
06ea69f2-6631-47e1-80c7-5e85e432bb61,2018-03-13,NRC,Kandahar,Daman,small,moderate_function,50,70,60,43,2500,2500
e881e52d-1b05-4e29-9593-066dbc41920d,2018-03-13,NRC,Kandahar,Daman,small,moderate_function,52,70,63,45,1200,1200
38857c4f-4b7a-47ed-853b-bc310b360a75,2018-03-13,NRC,Kandahar,Daman,small,moderate_function,51,75,62,44,1000,1000
b3af03fc-49bf-413c-b15f-c343d525ad7f,2018-03-15,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,24,95,80,45,1500,2300
ea2ace5c-c65d-4ee4-9215-432952c844eb,2018-03-15,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,25,100,78,45,2500,3000
bcbc8930-db9d-428a-80ec-2404fd55b0d7,2018-03-15,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,25,97,81,45,2200,2800
90bb0165-ca95-4e92-bf68-099498f9d7c0,2018-03-15,DRC,Parwan,Jabalussaraj,large,well_function_busy,25,90,100,44,1000,2000
caac66c0-932b-4b79-92b4-b5083c918bf9,2018-03-20,DRC,Kabul,Kabul,large,well_function_busy,24,90,90,42,1500,2000
82e58376-2fe2-4658-9b70-974db3c1aea6,2018-03-26,PUI,Kunar,Asadabad,large,well_function_busy,27,82,69,50,300,6500
5090d782-c15d-4275-b155-2d45006561e6,2018-03-26,PUI,Kunar,Asadabad,large,well_function_busy,26,82,69,50,2000,6500
cacd2a00-869f-41a6-8f13-5f988a6a4bdb,2018-03-26,PUI,Kunar,Asadabad,large,well_function_busy,25,80,69,50,2500,6000
12479620-05ab-42db-be9c-d76ad7b1d75c,2018-03-26,PUI,Kunar,Asadabad,large,well_function_busy,27,82,69,50,3000,6500
37c5f668-663f-41ec-8dfc-4f094b0448bb,2018-03-26,PUI,Kunar,Asadabad,large,well_function_busy,26,82,69,50,2000,6500
c19f012d-3c5a-4eca-82f3-7971b91c7d9f,2018-03-26,PUI,Kunar,Asadabad,large,well_function_busy,26,80,69,50,2500,6000
283cfcc6-c4de-4280-97a5-2e4c84a47fd9,2018-03-27,PIN,Jawzjan,Shiberghan,large,well_function_busy,25,90,77,46,1000,5000
1fa3a254-215a-4de3-89a2-c37b302076e3,2018-03-27,PIN,Jawzjan,Shiberghan,large,well_function_busy,24,85,77,47,1000,4000
3b1c962c-57dd-473b-ba05-d51fab215433,2018-03-27,PIN,Jawzjan,Shiberghan,large,well_function_busy,25,88,78,47,1500,4000
da2c903a-d4c5-4b79-ad0c-9b42473c8e55,2018-03-27,PIN,Jawzjan,Shiberghan,large,well_function_busy,24,87,77,45,1500,4500
c0bab4b0-8deb-47c4-8847-3f2fe996d4c6,2018-03-27,PIN,Jawzjan,Shiberghan,large,well_function_busy,25,85,77,45,1500,4000
3be63c3f-4f73-4bcc-9b7e-2aef97d34057,2018-03-28,DRC,Kabul,Kabul,large,well_function_busy,23,95,90,42,1500,2000
69c0adf5-08bd-4c17-85f7-1962e3fa871f,2018-03-29,ACTED,Faryab,Andkhoy,large,well_function_busy,23,98,80,50,2000,5000
cdd3d784-ce2e-46db-8dcc-740489899adb,2018-03-29,ACTED,Faryab,Andkhoy,large,well_function_busy,20,88,80,50,3000,6000
c8196828-0d90-4241-8f3c-7996044a335d,2018-03-29,ACTED,Faryab,Andkhoy,large,well_function_busy,22,84,76,50,4000,10000
52633ece-5653-463b-b888-e277300a8800,2018-04-01,DRC,Farah,Farah,medium,moderate_function,27,82,60,40,3000,6500
62e12f67-8c7b-45c0-9f5e-ae1f7773c59d,2018-04-01,DRC,Farah,Farah,medium,moderate_function,26,85,62,41,2500,5000
12b26c6a-067b-4406-be98-838c4519216e,2018-04-01,DRC,Farah,Farah,medium,moderate_function,28,84,60,41,3000,6000
4ff3992a-b61c-487c-a9a5-36a6d9720141,2018-04-04,ACF,Daykundi,Nili,large,well_function_busy,29,75,95,50,1000,2500
8c385129-2edb-4d8f-8a68-43b9642e0a6e,2018-04-04,ACF,Daykundi,Nili,large,well_function_busy,27,77,75,50,1500,5000
2fb40a1a-a0d4-41cb-9977-839ce0290ade,2018-04-04,ACF,Daykundi,Nili,large,well_function_busy,28,55,72,50,1000,3000
7f303070-c6b6-45c7-9c2a-32e9c73e7b8f,2018-04-04,ACTED,Faryab,Maymana,large,well_function_busy,23,84,80,50,1800,5000
228d5cfb-6b09-40e0-b953-df5019cfaea4,2018-04-04,ACTED,Faryab,Maymana,large,well_function_busy,22,90,76,50,1500,4000
c1144c56-e6de-4add-841d-561b9522b18f,2018-04-04,ACTED,Faryab,Maymana,large,well_function_busy,22,92,78,50,3000,6000
e43cea33-1020-4d26-9896-485af3d18eb1,2018-04-04,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,25,100,80,45,2000,2500
06d5b94e-b7bb-4a76-a77c-de0cdd2c8320,2018-04-04,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,25,95,85,45,3000,3200
2c177934-c2d9-4d2f-b30a-3e56334875b5,2018-04-04,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,26,105,80,45,3500,3700
4208c121-3f16-4178-9d34-a143a0146aeb,2018-04-05,DRC,Farah,Farah,medium,moderate_function,28,83,60,41,3000,5500
db41593c-31af-4748-a4f2-39e5f57a0266,2018-04-05,DRC,Farah,Farah,medium,moderate_function,27,84,62,40,3000,7000
193c5e07-ff58-49c7-b72e-b1e38ef54a51,2018-04-05,DRC,Farah,Farah,medium,moderate_function,29,84,62,40,3500,6000
db949003-78dc-4463-bec4-452ab526490d,2018-04-09,ACF,Nimroz,Zaranj,large,well_function_busy,28,60,75,51,3000,10000
3d1850d9-07f7-47d0-9797-ef5f49e3d015,2018-04-09,ACF,Nimroz,Zaranj,large,well_function_busy,27,65,80,50,2500,9000
a8b8ea68-cc57-4e99-becd-b312b2875d85,2018-04-09,ACF,Nimroz,Zaranj,large,well_function_busy,27,60,80,50,2000,10000
d428cc84-365c-4360-b108-fa51c5134f23,2018-04-09,ACTED,Takhar,Khwaja_Bahawuddin,small,moderate_function,28,100,100,50,2000,1000
3fc5ea05-5ff1-4386-8605-b7a4e9fcd21e,2018-04-09,ACTED,Takhar,Khwaja_Bahawuddin,small,well_function_busy,29,95,105,50,2000,1200
b8ad6193-9def-4fbc-8a3b-2760a08f8c69,2018-04-09,ACTED,Takhar,Khwaja_Bahawuddin,small,well_function_busy,25,100,72,50,3000,1500
20107253-97b9-47fa-a106-055ad8aa8f13,2018-04-09,PIN,Paktya,Gardez,small,well_function_busy,25,100,70,45,8000,9000
aa58e401-3bad-4f0c-9b68-e9e9ba0a19e5,2018-04-10,ACTED,Takhar,Taloqan,large,well_function_busy,23,90,80,50,400,10000
33b0dfe2-1fd6-43ad-b01a-dd3725c6af8d,2018-04-10,ACTED,Takhar,Taloqan,large,well_function_busy,25,92,80,50,4000,10000
a0f56cb6-ae3a-4f00-83a1-47ba62c4bcd0,2018-04-10,ACTED,Takhar,Taloqan,large,well_function_busy,25,95,80,50,4000,12000
51a1c27c-67e9-4b69-896d-4d84128179ee,2018-04-10,NRC,Uruzgan,Tirinkot,large,moderate_function,29,50,72,50,1500,3000
9c4df019-7eab-40d0-8327-7b7c015df576,2018-04-10,NRC,Uruzgan,Tirinkot,large,moderate_function,28,50,72,50,1600,3000
e2735092-f96f-42af-b7f9-0c7680393285,2018-04-10,NRC,Uruzgan,Tirinkot,large,moderate_function,28,50,73,50,1500,3100
d85a8152-d4b9-4539-84be-b8babe59efc4,2018-04-11,ACTED,Kunduz,Khanabad,large,well_function_busy,24,91,80,50,1500,2500
b15b9e86-a367-4703-a415-da775d6edd10,2018-04-11,ACTED,Kunduz,Kunduz,large,well_function_busy,27,91,75,50,450,500
49a9ed14-e954-4ce4-a77c-80e397d86a9b,2018-04-11,ACTED,Kunduz,Kunduz,large,well_function_busy,26,92,76,50,500,550
f49309cc-d477-42e7-b936-238be9820b54,2018-04-12,ACTED,Baghlan,Pul_e_khumri,large,well_function_busy,25,90,100,50,3000,4000
20cfaff7-ab30-498c-ba98-a27278352f4d,2018-04-12,ACTED,Baghlan,Pul_e_khumri,large,well_function_busy,23,96,100,50,3000,5000
2dbefa52-e691-4ded-a439-1cc8b5c87159,2018-04-12,ACTED,Baghlan,Pul_e_khumri,large,well_function_busy,26,93,100,50,3000,4000
d531fe2b-eac2-458b-a5e3-b48d890dff68,2018-04-12,ACF,Ghor,Feroz_Koh,large,well_function_busy,28,90,65,50,1000,5000
1b9c09d7-d7cc-4a45-a558-2439999a8711,2018-04-12,ACF,Ghor,Feroz_Koh,large,well_function_busy,29,70,66,50,1000,4500
29f45d2b-d269-4fc3-9ec7-cb4b505732b7,2018-04-12,ACF,Ghor,Feroz_Koh,large,well_function_busy,26,90,68,50,500,4000
1d97ba60-556b-4053-9d50-9c25996b2c7c,2018-04-16,PUI,Kunar,Barkunar,medium,well_function_busy,25,80,70,48,1500,3000
7b059c1f-732c-415f-bc13-095c69bb82ae,2018-04-16,PUI,Kunar,Barkunar,medium,well_function_busy,25,80,70,48,1500,3000
be77d3c4-4ba6-4b92-a2d3-f9b5e7d8a329,2018-04-16,PUI,Kunar,Barkunar,small,well_function_busy,25,80,70,48,1500,3000
360fc6b0-af86-42f1-8701-b70e96d2bafd,2018-04-17,DRC,Ghazni,Ghazni,large,well_function_busy,23,88,100,43,700,1200
6ea1f499-b36d-4648-afd7-35b7bfc6b8a9,2018-04-18,PIN,Jawzjan,Shiberghan,large,well_function_busy,25,90,75,46,1000,4000
3a36e910-75f1-4c98-95df-84ffc649e89f,2018-04-18,PIN,Jawzjan,Shiberghan,large,well_function_busy,24,88,74,46,800,4500
00172975-7ea2-4b6e-a43b-c6a9f8228514,2018-04-18,PIN,Jawzjan,Shiberghan,large,well_function_busy,25,85,76,45,1000,3500
471d30ca-f7b4-4105-b938-82d477202c01,2018-04-19,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,23,68,71,50,2000,2500
28dd785a-209d-4097-83e9-f047dd93af87,2018-04-19,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,28,80,80,50,1500,3000
869cb549-48d9-41aa-93f8-956a459f0143,2018-04-19,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,27,68,75,50,2000,3000
8ad8c8a7-c8f5-4205-99ad-e679c6d3e8e4,2018-04-19,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,22,100,72,42,1000,9000
7e4fa761-e6b2-4e7d-a97a-462703604b67,2018-04-19,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,23,99,71,42,500,10000
cd44d807-3067-4ef0-8646-2e0e03b4b516,2018-04-19,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,22,98,73,42,500,8000
25c604e0-7740-46d3-9bc4-f603f275055d,2018-04-22,DRC,Laghman,Mehtarlam,large,well_function_busy,24,83,69,44,3500,10000
83abec05-8044-41b3-a321-4dd224364696,2018-04-22,DRC,Laghman,Mehtarlam,large,well_function_busy,26,81,70,43,3000,10000
bfab6e44-c71e-4c22-bbe2-f802662d997b,2018-04-22,DRC,Laghman,Mehtarlam,large,well_function_busy,25,82,71,45,3000,12000
e821d182-08d2-4563-b3d0-35a1a1924730,2018-04-23,DRC,Farah,Farah,medium,moderate_function,29,85,61,42,3000,5500
15e73e0f-c496-4584-b8b0-e09a6dcd113f,2018-04-23,DRC,Farah,Farah,medium,moderate_function,27,85,61,42,3000,6000
53aba959-2f7f-42c4-b817-a7fd097fdc36,2018-04-23,DRC,Farah,Farah,medium,moderate_function,28,83,62,42,3500,6500
0994abe3-fd87-4682-86c7-7e606d1f57c8,2018-04-25,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,22,64,82,48,1000,2500
fffd57d9-995e-4f4c-99e8-3a81bb4fb53a,2018-04-25,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,25,85,80,48,1500,2500
d83872ec-92bf-4a56-b6d2-6764cd86e10c,2018-04-25,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,22,68,75,50,1500,3000
