@_uuid,today,general_infoq5_organization,general_infoq1_province,general_infoq2_district,s1_household_profile/head_of_household/female_hhd,s1_household_profile/head_of_household/child_hhd,s1_household_profile/head_of_household/elderly_hhd,s1_household_profile/head_of_household/chronically_ill,s1_household_profile/head_of_household/hh_disability,s2_cash_distribution_processq2_1_do_u_think_gave_right_people,s2_cash_distribution_processq2_3_how_mach_cash,s2_cash_distribution_processq2_5_travel_more_than_1_hour,s2_cash_distribution_processq2_6_feel_unsafe_when_travelling,s3_use_of_cash_assistanceq3_4_cash_improved_wellbeing_ur_hhd,s3_use_of_cash_assistanceq3_5_1_food,s3_use_of_cash_assistanceq3_5_2_kitchen_items_nfis,s3_use_of_cash_assistanceq3_5_3_hygiene_items_nfis,s3_use_of_cash_assistanceq3_5_4_clothes_nfis,s3_use_of_cash_assistanceq3_5_5_blankets_nfis,s3_use_of_cash_assistanceq3_5_6_rent,s3_use_of_cash_assistanceq3_5_7_shelter_repair,s3_use_of_cash_assistanceq3_5_8_health,s3_use_of_cash_assistanceq3_5_9_transportation,s3_use_of_cash_assistanceq3_5_10_utillites,s3_use_of_cash_assistanceq3_5_11_debt_repayment,s3_use_of_cash_assistanceq3_5_12_education,s3_use_of_cash_assistanceq3_5_13_saved,s5_multi_sector_outcome_indexq5_4_debt_compared,CSI,rCSI_newThreshold,FCS,FCS_Level,FCS_rCSI
12381795-42a5-4724-9e52-a2a9fadd7c86,2018-04-29,NRC,Sar_e_Pul,Sar_e_Pul,1,0,0,0,0,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,less_than_half,,,,,,,less_than_half,,,same,7,2,20.5,1,1
f5827bd5-3c91-45b4-bdb7-bd7eec80f9e2,2018-04-29,NRC,Sar_e_Pul,Sar_e_Pul,0,0,0,0,1,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,,,,,,same,7,2,22.5,1,1
04876fef-c571-4d38-bc75-6f705b20d928,2018-04-29,NRC,Sar_e_Pul,Sar_e_Pul,1,0,0,1,0,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,same,7,2,21.5,1,1
54ef49b6-f83a-4b59-a295-ce5e5644ecd1,2018-04-29,NRC,Sar_e_Pul,Sar_e_Pul,,,,,,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,less_than_half,,,,,,same,7,2,29.5,2,2
a08ae0c0-0851-49bf-b4f6-85e9cffc73bf,2018-04-29,NRC,Sar_e_Pul,Sar_e_Pul,,,,,,yes,14000,no,no,yes_improved_a_lot,almost_nothing,,,,,,,,,,less_than_half,,,same,7,2,16.5,1,1
10b3170a-474c-4fc2-a731-1c7ffb10f983,2018-04-29,NRC,Sar_e_Pul,Sar_e_Pul,,,,,,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,less,7,2,37.5,2,2
4f7b8d5a-b39b-407a-8575-c4f8a8af793f,2018-04-29,NRC,Sar_e_Pul,Sar_e_Pul,,,,,,yes,14000,no,no,yes_improved_a_lot,almost_nothing,,,,,,,,,,,,,less,7,2,27.5,1,1
b4c92816-630b-49e0-8a4c-b5a15dfda824,2018-04-29,NRC,Sar_e_Pul,Sar_e_Pul,1,0,0,0,0,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,,,more_than_half,,,less_than_half,,,same,7,2,34.5,2,2
973997b6-d03a-4f66-8883-48a51a2282a5,2018-04-29,NRC,Sar_e_Pul,Sar_e_Pul,1,0,0,0,0,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,,,,,,less_than_half,,,less,7,2,21.5,1,1
4be1f400-1f5a-4780-b2c7-e2bed50bffc6,2018-04-29,NRC,Sar_e_Pul,Sar_e_Pul,0,0,1,0,0,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,same,7,2,37.5,2,2
945ef111-729e-4877-9af9-0baa1dcae4db,2018-04-29,NRC,Sar_e_Pul,Sar_e_Pul,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,almost_nothing,,less_than_half,less_than_half,,,less,2,3,27.5,1,2
1a176b68-2937-4f6d-bf25-f7c5c3d6f4c0,2018-04-29,NRC,Sar_e_Pul,Sar_e_Pul,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,less_than_half,,less_than_half,,,,less,1,3,25.5,1,2
434bde8a-c88b-4d98-b97b-2e9af0e6dec2,2018-04-29,NRC,Sar_e_Pul,Sar_e_Pul,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,almost_nothing,,less_than_half,,,,less,1,3,24.5,1,2
fb6dddbd-8ca5-470a-b5e4-a70b424a9276,2018-04-29,NRC,Sar_e_Pul,Sar_e_Pul,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,almost_nothing,,less_than_half,,,,less,1,3,26.5,1,2
21d261f1-ee89-492a-bd1a-01163e17704a,2018-04-29,NRC,Sar_e_Pul,Sar_e_Pul,,,,,,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,,,,almost_nothing,less_than_half,,,,less,2,3,26.5,1,2
1f45bcf2-8760-414e-b8b5-cc02a11ad53a,2018-04-29,NRC,Sar_e_Pul,Sar_e_Pul,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,almost_nothing,,less_than_half,,,,less,2,3,26.5,1,2
6d0270c4-f1f4-42cb-9492-ef386708b988,2018-04-29,NRC,Sar_e_Pul,Sar_e_Pul,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,less_than_half,less_than_half,,,less,1,3,30.5,2,3
9261dd21-bd26-4d48-bf46-ac80f40c888d,2018-04-29,NRC,Sar_e_Pul,Sar_e_Pul,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,almost_nothing,less_than_half,,,,less,2,3,26.5,1,2
fb980d4a-e7f2-4d23-9c71-9d464ea5ea33,2018-04-29,NRC,Sar_e_Pul,Sar_e_Pul,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,less_than_half,,,,less,2,3,25.5,1,2
15b03b8a-e7b3-4fb8-a5ac-a485a539426f,2018-04-29,NRC,Sar_e_Pul,Sar_e_Pul,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,less_than_half,less_than_half,,,less,2,3,25.5,1,2
fb33023a-661a-4856-84ba-14f6a3aa6fe9,2018-04-25,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,almost_nothing,,almost_nothing,,less_than_half,almost_nothing,less_than_half,almost_nothing,,less,18,1,27.5,1,1
f5b513cc-3adc-41ed-8888-295697432a7c,2018-04-25,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_little,,less_than_half,,almost_nothing,less_than_half,,,,almost_nothing,less_than_half,,almost_nothing,,less,12,1,24.5,1,1
c45c3b09-6c1f-4df8-8d0c-213ec3376ebf,2018-04-25,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,less_than_half,less_than_half,,,,less_than_half,less_than_half,less_than_half,less_than_half,,,less,18,1,25.5,1,1
d5b2612c-595f-4fce-a092-3ff02dacef96,2018-04-25,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,almost_nothing,less_than_half,,,,almost_nothing,less_than_half,almost_nothing,less_than_half,almost_nothing,,less,15,1,38.5,2,1
7f597a50-1af8-44ff-a4e7-e39b32825a02,2018-04-25,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,almost_nothing,less_than_half,,,,less_than_half,almost_nothing,almost_nothing,less_than_half,almost_nothing,,less,20,1,37.5,2,1
a868fc8a-8e1f-4dee-858e-1ca612e6d004,2018-04-26,PUI,Kunar,Khas_kunar,,,,,,yes,18000,no,no,yes_improved_a_little,,less_than_half,,less_than_half,,,,less_than_half,almost_nothing,almost_nothing,less_than_half,,,less,15,1,27.5,1,1
ae7ca9dc-6ff0-4156-a805-adc346e3e7bb,2018-04-26,PUI,Kunar,Khas_kunar,,,,,,yes,18000,no,no,yes_improved_a_little,,less_than_half,,less_than_half,almost_nothing,,,less_than_half,almost_nothing,,less_than_half,,,less,15,1,37.5,2,1
d16821d5-347c-42ec-860c-0cf4f2df6c6f,2018-04-26,PUI,Kunar,Nari,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,,,,less_than_half,almost_nothing,almost_nothing,less_than_half,,,same,25,1,36.5,2,1
45662c9d-d4e8-4055-b189-f40465faff6b,2018-04-26,PUI,Kunar,Narang,,,,,,yes,18000,no,no,yes_improved_a_little,,less_than_half,,less_than_half,almost_nothing,,,less_than_half,almost_nothing,almost_nothing,less_than_half,less_than_half,,less,13,1,57.5,3,2
0ab0ac0b-0793-403d-ad99-95323998e1dd,2018-04-26,PUI,Kunar,Khas_kunar,0,0,1,0,0,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,,,,less_than_half,almost_nothing,almost_nothing,,,,less,12,1,35.5,2,1
17c8433d-42ae-4382-9c3d-a34935b4477b,2018-04-26,PUI,Kunar,Khas_kunar,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,,,,less_than_half,almost_nothing,almost_nothing,less_than_half,,,less,16,1,28.5,2,1
00866f7b-068e-4fd8-87ee-7998cf905137,2018-04-26,PUI,Kunar,Khas_kunar,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,almost_nothing,,,,less_than_half,almost_nothing,almost_nothing,less_than_half,,,less,15,1,50.5,3,2
0ba52bbe-7ed2-48bc-9593-2ec03ebd4e53,2018-04-26,PUI,Kunar,Khas_kunar,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,,,,,less_than_half,almost_nothing,less_than_half,,,less,16,1,32.5,2,1
398d7ca5-c9ea-4acd-b38e-e48137a226cc,2018-04-26,PUI,Kunar,Khas_kunar,,,,,,yes,18000,no,no,yes_improved_a_lot,,,,less_than_half,,,almost_nothing,,,almost_nothing,less_than_half,,,less,18,1,33.5,2,1
45c80dfb-189a-4868-a69d-6649fedc0971,2018-04-26,PUI,Kunar,Khas_kunar,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,almost_nothing,,,,less_than_half,less_than_half,almost_nothing,almost_nothing,,,less,17,1,30.5,2,1
01e575ee-0273-49a3-ba7f-aefed05612db,2018-04-26,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,less_than_half,,,less_than_half,less_than_half,,,,,more,18,1,44,3,2
bb32b941-6b22-4cdb-abe1-6d850b2eeb1e,2018-04-26,PUI,Kunar,Chawkay,0,0,1,0,0,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,less_than_half,,,less_than_half,,,,,,same,12,1,54,3,2
f67460bc-ff69-4cd8-a788-01e4dbfc7046,2018-04-26,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,,less_than_half,,less_than_half,less_than_half,,,,,same,12,1,46.5,3,2
91eac7fa-75cd-4201-8a29-9da6ba862bc6,2018-04-26,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,less_than_half,less_than_half,,less_than_half,,,less_than_half,,,less,14,1,50.5,3,2
61649673-1191-468c-a8cf-6a834436cc5b,2018-04-26,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,,less_than_half,,less_than_half,less_than_half,,,,,less,14,1,70.5,3,2
5adb4aa3-30e5-4cd0-b488-ca77fc3038d8,2018-04-26,DRC,Farah,Farah,1,0,0,0,0,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,almost_nothing,,,,,almost_nothing,,,less,4,2,25.5,1,1
3ed72177-affe-43b4-9da6-78b6421827e9,2018-04-25,DRC,Farah,Farah,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,almost_nothing,,almost_nothing,,,,,more_than_half,,,less,3,3,26.5,1,2
ac7b7443-61a7-497b-9250-ca9ea6e28ec6,2018-04-25,DRC,Farah,Farah,0,0,0,0,1,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,almost_nothing,,almost_nothing,almost_nothing,,more_than_half,,,same,4,2,26.5,1,1
5fab2edf-8a6c-4d59-a67f-a390e3177609,2018-04-25,DRC,Farah,Farah,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,almost_nothing,,,,,more_than_half,,,less,3,3,30.5,2,3
a274b39a-2585-4fde-81b5-991b2839bf71,2018-04-25,DRC,Farah,Farah,1,0,0,0,0,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,almost_nothing,,almost_nothing,almost_nothing,,less_than_half,,,same,3,3,26,1,2
bd7a75c1-2f43-4e0f-b976-374f96cace77,2018-04-25,DRC,Farah,Farah,0,0,1,0,0,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,almost_nothing,,almost_nothing,,,more_than_half,,,less,3,3,30.5,2,3
47f7ba2a-540e-4c0f-be43-f9ff3645cc68,2018-04-25,DRC,Farah,Farah,1,0,0,0,0,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,almost_nothing,,almost_nothing,,almost_nothing,,,more_than_half,,,less,2,3,32,2,3
b8f7b5ef-21e0-4875-8654-afce6638ee6d,2018-04-25,DRC,Farah,Farah,1,0,0,0,0,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,almost_nothing,,almost_nothing,,,more_than_half,,,less,4,2,23.5,1,1
8da59383-284b-490d-8c0d-e1b8b53e9a1f,2018-04-25,DRC,Farah,Farah,1,0,0,0,0,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,,,,,,more_than_half,,,less,3,3,27,1,2
7d2d1e25-d82e-491f-8e3a-d189e1d26d67,2018-04-25,DRC,Farah,Farah,,,,,,yes,14000,no,no,yes_improved_a_lot,,,,,,almost_nothing,,,almost_nothing,,more_than_half,,,less,3,3,30,2,3
413034a7-946c-4774-9503-fa48e82d1c27,2018-04-26,DRC,Hirat,Hirat,0,0,0,1,1,yes,14000,no,no,yes_improved_a_lot,almost_nothing,,,,,almost_nothing,,,,almost_nothing,less_than_half,,,less,6,2,30.5,2,2
58512704-df97-4664-be4a-ada6c4327170,2018-04-26,DRC,Hirat,Injil,0,0,0,0,1,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,almost_nothing,,almost_nothing,,almost_nothing,,,,less,6,2,31.5,2,2
fa0c90ca-044d-4f11-96db-3f58aefaa36f,2018-04-26,DRC,Hirat,Hirat,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,almost_nothing,,almost_nothing,,almost_nothing,less_than_half,,,less,4,2,37,2,2
4d486bff-1c17-4ee1-b106-2b0f72198d0b,2018-04-25,DRC,Hirat,Hirat,0,0,1,0,0,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,almost_nothing,,almost_nothing,,almost_nothing,less_than_half,,,less,7,2,31,2,2
540e3f90-b77c-4e59-9141-50ba06f01f54,2018-04-25,DRC,Hirat,Hirat,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,almost_nothing,,almost_nothing,,almost_nothing,,,,same,6,2,36.5,2,2
98d42ec5-2ec6-4385-b05b-2374b56b2f3e,2018-04-25,DRC,Hirat,Hirat,0,0,1,0,0,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,almost_nothing,,almost_nothing,,almost_nothing,,,,less,7,2,22,1,1
5aab45ed-d9cc-4710-b239-6b390c91d139,2018-04-25,DRC,Hirat,Hirat,1,0,0,0,0,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,almost_nothing,,almost_nothing,,,less_than_half,,,less,6,2,35,2,2
538d3c70-2b3d-49ab-b9d3-82dbde898b7b,2018-04-25,DRC,Hirat,Hirat,0,0,0,1,0,yes,14000,no,no,yes_improved_a_lot,almost_nothing,,,,,almost_nothing,,almost_nothing,,,more_than_half,,,less,5,2,27.5,1,1
09e33b36-3d06-47c3-a1a5-a7196a4b15b7,2018-04-25,DRC,Hirat,Hirat,0,0,1,0,0,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,almost_nothing,,less_than_half,,,,almost_nothing,almost_nothing,,,same,8,2,28.5,2,2
cf9e29b7-e5f6-44a6-bd12-61b52cd5cfac,2018-04-25,DRC,Hirat,Hirat,1,0,0,0,0,yes,14000,no,no,yes_improved_a_lot,almost_nothing,,,almost_nothing,,,,almost_nothing,,almost_nothing,almost_nothing,,,same,7,2,28,1,1
2020caf3-bb29-4903-b399-e496b39d1e70,2018-04-23,PIN,Paktya,Gardez,0,0,1,0,0,yes,18000,no,no,yes_improved_a_lot,,,,,,less_than_half,,less_than_half,,,more_than_half,,,less,12,1,50,3,2
65874872-4478-41d7-b926-0781acc7f375,2018-04-23,PIN,Paktya,Gardez,0,0,1,0,0,yes,18000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,,less_than_half,,,,same,8,2,42.5,3,3
5335ba45-bd0f-4681-907d-cd9de2aea29e,2018-04-23,PIN,Paktya,Gardez,0,0,1,0,0,yes,18000,no,no,yes_improved_a_lot,,,,,,,,more_than_half,,less_than_half,less_than_half,,,more,18,1,37.5,2,1
533ac77e-d21c-433c-a910-d4d54b06e4af,2018-04-25,PIN,Logar,Mohammad_Agha,0,0,1,0,0,yes,24000,yes,no,yes_improved_a_lot,more_than_half,,,,less_than_half,,,less_than_half,,,less_than_half,,,less,14,1,36.5,2,1
31062b60-feb7-45cf-81f4-9d194c1f9a9c,2018-04-25,PIN,Logar,Mohammad_Agha,1,0,0,0,0,yes,24000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,less_than_half,,,less_than_half,,,more,11,1,48,3,2
c3602e86-b583-4d21-9485-4e7b919dc7a0,2018-04-25,PIN,Logar,Mohammad_Agha,0,0,1,0,0,yes,24000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,less_than_half,,,less_than_half,,,more,10,1,45,3,2
a0c0bf91-593b-4310-a14d-7ebafb4d7e77,2018-04-25,PIN,Logar,Pul_e_Alam,0,0,1,0,0,yes,24000,no,no,yes_improved_a_lot,more_than_half,,,less_than_half,,,,,,less_than_half,less_than_half,,,same,12,1,34,2,1
1fa8d390-bf0a-4356-8e25-691c2987bb42,2018-04-25,PIN,Logar,Pul_e_Alam,1,0,0,0,0,yes,24000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,,more_than_half,,,more,13,1,31.5,2,1
7ef60854-2266-4846-b448-af663a6b7aef,2018-04-25,PIN,Logar,Pul_e_Alam,0,0,1,0,0,yes,24000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,,,less_than_half,,,more,17,1,46,3,2
3d24a467-8576-40b9-8ea9-f91561a543ab,2018-04-25,PIN,Logar,Pul_e_Alam,0,0,1,0,0,yes,24000,no,no,yes_improved_a_lot,more_than_half,,,,,,,less_than_half,,,less_than_half,,,more,5,2,57.5,3,3
ce38fb42-1c1e-4065-acad-c49858c58c0f,2018-04-25,PIN,Logar,Pul_e_Alam,0,0,1,0,0,yes,24000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,less_than_half,,,less_than_half,,,more,12,1,46.5,3,2
d634d683-b13b-482a-b2ca-c7ba6b71b24e,2018-04-25,PUI,Kunar,Nurgal,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,less_than_half,less_than_half,,less_than_half,less_than_half,,less_than_half,,,less,22,1,42,2,1
d1cc84dd-abcf-4cc3-8756-17359f6a7643,2018-04-24,PUI,Kunar,Nurgal,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,,,,less_than_half,less_than_half,,,,,same,19,1,55.5,3,2
4e197bcd-b5e2-4f39-a6f4-a986f1587285,2018-04-24,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,,less_than_half,less_than_half,less_than_half,,,less_than_half,less_than_half,,,,,less,19,1,44.5,3,2
3607d1cf-0c95-487d-a0ba-d9245c8b6b67,2018-04-24,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,,,,less_than_half,less_than_half,,,,,less,16,1,49.5,3,2
aed62b34-6948-4542-9131-8617cf9fc713,2018-04-24,PUI,Kunar,Nurgal,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,less_than_half,less_than_half,less_than_half,,,less_than_half,less_than_half,,,,,less,21,1,30.5,2,1
c2045420-1952-4227-a936-3cf93e6ea8e9,2018-04-24,PUI,Kunar,Nurgal,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,less_than_half,less_than_half,less_than_half,,,less_than_half,less_than_half,less_than_half,less_than_half,,,same,16,1,51.5,3,2
342a14cb-9107-405f-b069-fbfd505d0088,2018-04-24,PUI,Kunar,Nurgal,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,,,,less_than_half,less_than_half,,,,,less,16,1,32.5,2,1
24572274-0bc6-4003-960c-e159350f429b,2018-04-24,PUI,Kunar,Nurgal,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,less_than_half,,,less_than_half,less_than_half,,less_than_half,,,less,18,1,25.5,1,1
20bd76e9-64e6-4d15-a93c-8bb2deb474a6,2018-04-24,PUI,Kunar,Nurgal,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,less_than_half,,,less_than_half,less_than_half,,less_than_half,,,less,13,1,33.5,2,1
c57b019b-cd4d-44ae-b28e-b82629f2cd09,2018-04-24,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,less_than_half,,,less_than_half,less_than_half,,,,,less,13,1,33.5,2,1
d9d2f1f6-31ac-4786-9700-4736b00ac4ee,2018-04-24,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_little,,less_than_half,,less_than_half,less_than_half,,,less_than_half,less_than_half,,less_than_half,,,less,13,1,52.5,3,2
a735d614-1980-4218-8be4-da0ef0b42a13,2018-04-24,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,less_than_half,,,less_than_half,less_than_half,less_than_half,less_than_half,,,less,12,1,22.5,1,1
cc98e090-10fb-4afe-95fb-d52d27126094,2018-04-24,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,,,,less_than_half,less_than_half,less_than_half,less_than_half,,,less,8,2,18.5,1,1
7d0a835f-a90f-43a0-8968-9bac832da127,2018-04-23,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,,,,less_than_half,less_than_half,,less_than_half,,,same,11,1,44.5,3,2
92e8c50a-def5-451e-bca8-cebe65067b96,2018-04-24,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,less_than_half,,,less_than_half,less_than_half,,less_than_half,,,same,12,1,44.5,3,2
78a91b22-655b-47ae-bc19-dcaa8e517577,2018-04-23,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,,,less_than_half,,,less_than_half,less_than_half,less_than_half,,,,,same,11,1,52.5,3,2
4757c49e-f2ba-41d2-9e65-5a3736dc90ca,2018-04-23,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,,,less_than_half,,,,less_than_half,less_than_half,,less_than_half,,,same,14,1,44.5,3,2
e4513644-825a-4d3c-9721-2e8bc97dfda8,2018-04-23,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,less_than_half,,,less_than_half,less_than_half,,less_than_half,,,same,12,1,34.5,2,1
6369d608-5d8b-467e-9b9c-9bd8d49c6c07,2018-04-23,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,,,,less_than_half,less_than_half,,less_than_half,,,same,12,1,57.5,3,2
3c3e267b-4df6-4e70-a091-6b0c04440404,2018-04-23,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,,,less_than_half,,less_than_half,,less_than_half,less_than_half,,less_than_half,,,same,12,1,43.5,3,2
06738575-4cc8-4151-871e-06a1570c6ac2,2018-03-28,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,,less_than_half,,less_than_half,less_than_half,,,,,more,13,1,48.5,3,2
aadec426-0218-4e6e-879d-701f1c0b2782,2018-03-28,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,,,less_than_half,,less_than_half,,less_than_half,less_than_half,,,,,same,12,1,48.5,3,2
e969b157-0c84-4665-841b-d1db3d0da909,2018-03-28,PUI,Kunar,Chawkay,1,0,0,0,0,yes,18000,no,no,yes_improved_a_lot,,,,less_than_half,,,,less_than_half,less_than_half,,,,,same,13,1,49,3,2
88987779-858d-411c-bdf6-4fb05c096d94,2018-03-28,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,less_than_half,,,less_than_half,less_than_half,,,,,less,16,1,46,3,2
94020c63-d7f8-4d28-a3e2-f43245ae1c04,2018-03-28,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,,,less_than_half,,less_than_half,,less_than_half,less_than_half,,,,,less,16,1,56.5,3,2
6f5f3ae7-76e6-483c-a4a2-c7796c76f2d4,2018-03-28,PUI,Kunar,Dangam,,,,,,yes,18000,no,no,yes_improved_a_lot,,,,less_than_half,,less_than_half,,less_than_half,less_than_half,,,,,same,13,1,50.5,3,2
548de84a-2d39-4427-9375-6a009c6ac5b3,2018-03-28,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,,less_than_half,,less_than_half,less_than_half,,,,,less,17,1,56,3,2
7f33f66f-e8d6-46d1-84f4-2cf544c97618,2018-03-28,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_little,,,,less_than_half,,less_than_half,,less_than_half,,,more_than_half,,,less,20,1,56.5,3,2
1c55217b-e53c-440f-af57-f8b85e7373bd,2018-04-24,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,,,less_than_half,,,less_than_half,less_than_half,less_than_half,,less_than_half,,,same,17,1,55,3,2
11170179-6e0f-414d-bee7-f79cdc367e33,2018-04-23,PUI,Kunar,Chawkay,,,,,,yes,18000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,,less_than_half,,less_than_half,less_than_half,,,,,same,15,1,49,3,2
ce605b18-b9d2-4e86-bef9-1c7856694e36,2018-04-24,PIN,Jawzjan,Shiberghan,1,0,0,0,0,yes,14000,no,no,yes_improved_a_lot,less_than_half,less_than_half,,,,,,more_than_half,,,less_than_half,,,less,7,2,43,3,3
7f62eaa5-15e6-4077-a614-58eeff9a7a7d,2018-04-24,PIN,Jawzjan,Shiberghan,,,,,,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,,,less_than_half,,,less_than_half,,,less,7,2,42,2,2
