@_uuid,today,general_infoq5_organization,general_infoq1_province,general_infoq2_district,s1_household_profile/head_of_household/female_hhd,s1_household_profile/head_of_household/child_hhd,s1_household_profile/head_of_household/elderly_hhd,s1_household_profile/head_of_household/chronically_ill,s1_household_profile/head_of_household/hh_disability,s2_cash_distribution_processq2_1_do_u_think_gave_right_people,s2_cash_distribution_processq2_3_how_mach_cash,s2_cash_distribution_processq2_5_travel_more_than_1_hour,s2_cash_distribution_processq2_6_feel_unsafe_when_travelling,s3_use_of_cash_assistanceq3_4_cash_improved_wellbeing_ur_hhd,s3_use_of_cash_assistanceq3_5_1_food,s3_use_of_cash_assistanceq3_5_2_kitchen_items_nfis,s3_use_of_cash_assistanceq3_5_3_hygiene_items_nfis,s3_use_of_cash_assistanceq3_5_4_clothes_nfis,s3_use_of_cash_assistanceq3_5_5_blankets_nfis,s3_use_of_cash_assistanceq3_5_6_rent,s3_use_of_cash_assistanceq3_5_7_shelter_repair,s3_use_of_cash_assistanceq3_5_8_health,s3_use_of_cash_assistanceq3_5_9_transportation,s3_use_of_cash_assistanceq3_5_10_utillites,s3_use_of_cash_assistanceq3_5_11_debt_repayment,s3_use_of_cash_assistanceq3_5_12_education,s3_use_of_cash_assistanceq3_5_13_saved,s5_multi_sector_outcome_indexq5_4_debt_compared,CSI,rCSI_newThreshold,FCS,FCS_Level,FCS_rCSI
ef0f1c1f-6d4c-40da-a57c-6a3883de2669,2018-02-27,NRC,Kandahar,Kandahar,,,,,,yes,26000,yes,no,yes_improved_a_lot,less_than_half,,,,,,,more_than_half,,less_than_half,,,,less,2,3,34.5,2,3
19c0e2d1-2fd3-4437-a90b-39496fbad193,2018-02-28,NRC,Kandahar,Spinboldak,,,,,,yes,26000,yes,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,less_than_half,,less_than_half,,,,less,2,3,34.5,2,3
ecd5f4fb-75e3-4ef9-a9c2-3cdfb753c029,2018-02-27,NRC,Kandahar,Spinboldak,,,,,,yes,26000,yes,no,yes_improved_a_lot,less_than_half,,,,,,,,,less_than_half,less_than_half,,,less,2,3,38.5,2,3
bd1a92c9-868a-41a2-9810-058e894bb0fc,2018-02-28,NRC,Kandahar,Kandahar,0,0,0,0,1,yes,26000,yes,no,yes_improved_a_lot,less_than_half,,,,,,,less_than_half,,less_than_half,less_than_half,,,less,2,3,35.5,2,3
bce3e176-d346-4b0e-a11a-d93d390f8202,2018-02-28,NRC,Kandahar,Spinboldak,,,,,,yes,26000,yes,no,yes_improved_a_lot,less_than_half,,,,,,,less_than_half,,less_than_half,,,,less,2,3,43.5,3,3
1d5cae84-b31e-4ca6-9d0d-1f5a47d9a538,2018-02-28,NRC,Kandahar,Spinboldak,0,0,0,0,1,yes,26000,yes,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,less_than_half,,less_than_half,,,,less,1,3,41.5,2,3
898ab77c-b3ae-48a5-bfe5-a95a5c161dee,2018-02-27,NRC,Kandahar,Kandahar,,,,,,yes,26000,no,no,yes_improved_a_lot,less_than_half,,,,,,,,,less_than_half,less_than_half,,,less,2,3,39.5,2,3
bd49115f-ed10-4939-8148-7345876a6d89,2018-02-27,NRC,Kandahar,Kandahar,,,,,,yes,26000,no,no,yes_improved_a_lot,less_than_half,,,,,,,,,less_than_half,more_than_half,,,less,4,2,43.5,3,3
de263de2-24b5-49ea-b49c-b8fc872b910c,2018-02-27,NRC,Kandahar,Kandahar,,,,,,yes,26000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,less_than_half,,,,less,1,3,39.5,2,3
5820f55a-b66f-48b1-9e59-bc196dbc1de5,2018-02-27,NRC,Kandahar,Kandahar,,,,,,yes,26000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,less_than_half,,less_than_half,,,,less,2,3,43.5,3,3
75e1c898-516b-46eb-a5e7-a3db9b4c8890,2018-02-27,NRC,Kandahar,Kandahar,1,0,0,0,0,yes,26000,no,no,yes_improved_a_lot,less_than_half,,,,,,,less_than_half,,less_than_half,,,,less,4,2,39.5,2,2
a2812b42-385b-469d-b852-caf7614ab24f,2018-02-27,NRC,Kandahar,Kandahar,,,,,,yes,26000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,almost_nothing,,less_than_half,,,,less,2,3,40.5,2,3
ae8bf11e-36c5-44c7-ac1f-4d3b8d082a20,2018-02-26,NRC,Kandahar,Kandahar,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,less_than_half,,less_than_half,,,,less,2,3,36.5,2,3
86f9a55b-cf3b-4446-9d34-d44410d26048,2018-02-26,NRC,Kandahar,Kandahar,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,,less_than_half,,,,less_than_half,,,,less,2,3,34.5,2,3
b482292b-071c-45c0-98b4-788acd4b4139,2018-02-26,NRC,Kandahar,Kandahar,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,,less_than_half,,less_than_half,,less_than_half,,,,less,2,3,38.5,2,3
e229f22f-2c8e-4e4d-afa6-03577e3f3221,2018-02-26,NRC,Kandahar,Kandahar,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,,less_than_half,,,,less_than_half,,,,less,2,3,38.5,2,3
a7886313-f2cf-47d2-9684-8f79eb37b75c,2018-02-26,NRC,Kandahar,Kandahar,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,,less_than_half,,,,less_than_half,,,,less,2,3,34.5,2,3
54dba8b9-3875-44c3-a584-c27161be25b0,2018-02-28,NRC,Kandahar,Kandahar,,,,,,yes,26000,yes,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,less_than_half,,,,less,2,3,35.5,2,3
ac4a4296-61ac-46a4-86cc-a715c798ad75,2018-02-28,NRC,Kandahar,Spinboldak,,,,,,yes,26000,yes,no,yes_improved_a_lot,less_than_half,,,,,,,more_than_half,,less_than_half,,,,less,2,3,38.5,2,3
785d5826-6852-494c-93a0-edc7151f1b70,2018-02-28,NRC,Kandahar,Spinboldak,,,,,,yes,26000,yes,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,less_than_half,,less_than_half,,,,less,2,3,38.5,2,3
adaedcd9-5ce9-46fa-9fb1-f2f3bb2e0120,2018-02-28,NRC,Kandahar,Spinboldak,,,,,,yes,26000,yes,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,less_than_half,less_than_half,,,less,2,3,39.5,2,3
3ed775ed-477e-482c-be58-c3610aa21198,2018-02-27,NRC,Kandahar,Kandahar,,,,,,yes,26000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,less_than_half,more_than_half,,,less,2,3,37.5,2,3
9e5d18dc-eef8-4ac6-baba-3018aa13058f,2018-02-27,NRC,Kandahar,Kandahar,1,0,0,0,0,yes,26000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,less_than_half,,,,less,2,3,36.5,2,3
bac24188-7140-435d-865a-000abaa862e5,2018-02-27,NRC,Kandahar,Kandahar,1,0,0,0,0,yes,26000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,less_than_half,,less_than_half,,,,less,4,2,39.5,2,2
285e719b-f3b2-4c57-ad2d-26cabe94af9f,2018-02-26,NRC,Kandahar,Kandahar,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,,less_than_half,,,,less_than_half,,less_than_half,,less,2,3,33.5,2,3
a4407cd2-a8e9-4dbe-8247-3334e9068a50,2018-02-27,NRC,Kandahar,Kandahar,,,,,,yes,26000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,less_than_half,,less_than_half,,,,less,2,3,40.5,2,3
31890857-d0d9-4d66-8ded-56ce5e6750d0,2018-02-26,NRC,Kandahar,Kandahar,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,,,,,,less_than_half,,,,less,2,3,34.5,2,3
93b881cb-74c8-4431-9c40-443bcf1b26cd,2018-02-26,NRC,Kandahar,Kandahar,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,,less_than_half,,,,less_than_half,,,,less,2,3,38.5,2,3
0f6368f7-100a-4d71-aefa-7f9e3501b4eb,2018-02-26,NRC,Kandahar,Kandahar,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,,less_than_half,,,,less_than_half,,,,less,2,3,40.5,2,3
ff9150e6-1300-45d5-a7e2-92ff6650f22a,2018-02-26,NRC,Kandahar,Kandahar,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,less_than_half,,less_than_half,less_than_half,,,less,2,3,35.5,2,3
d221bc1d-1138-498b-be89-5374ec38937c,2018-03-01,NRC,Balkh,Mazar_e_Sharif,0,1,0,0,0,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,less_than_half,,less_than_half,,,less_than_half,less,9,2,40.5,2,2
267b5676-87fa-4b28-8d4a-6e8349838f04,2018-02-28,NRC,Balkh,Mazar_e_Sharif,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,less_than_half,less_than_half,less_than_half,,,,less,8,2,37.5,2,2
c4c5885e-396d-42bd-be2a-588b82ddbcfe,2018-02-28,NRC,Balkh,Mazar_e_Sharif,,,,,,yes,14000,no,no,yes_improved_a_little,more_than_half,,,,,,,more_than_half,less_than_half,less_than_half,,,,less,12,1,31,2,1
03534e03-2b11-4062-b454-60b3e1968ab5,2018-02-28,NRC,Balkh,Mazar_e_Sharif,1,0,0,0,0,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,less_than_half,,less_than_half,less_than_half,,,less,10,1,26,1,1
f9754499-6171-4885-b979-a9383b001993,2018-02-28,NRC,Balkh,Mazar_e_Sharif,,,,,,yes,14000,no,no,yes_improved_a_little,more_than_half,,,less_than_half,,less_than_half,,less_than_half,less_than_half,less_than_half,,,,less,12,1,34,2,1
2058c2c9-23ed-4d1c-a7f9-7586c7f52a9c,2018-02-27,NRC,Balkh,Mazar_e_Sharif,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,less_than_half,,less_than_half,,,less_than_half,less,6,2,42,2,2
a8ec55a5-2475-4e4b-87a9-a23b45f0a7af,2018-02-27,NRC,Balkh,Mazar_e_Sharif,1,0,0,0,0,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,,,less_than_half,,less_than_half,more_than_half,,,less,11,1,36.5,2,1
3b0e7a80-2847-42f9-8e18-407eac6b4604,2018-02-27,NRC,Balkh,Mazar_e_Sharif,0,0,0,1,0,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,,,less_than_half,less_than_half,less_than_half,,,,less,10,1,39.5,2,1
87c69caa-412e-43e1-a0f3-1f2ae984399f,2018-02-27,NRC,Balkh,Mazar_e_Sharif,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,less_than_half,less_than_half,less_than_half,more_than_half,,,less,9,2,40,2,2
0da0e4e5-da17-47be-ac59-54f5ea4739d4,2018-02-28,DRC,Laghman,Mehtarlam,1,0,0,0,0,yes,30000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,,,less_than_half,,,less,5,2,48.5,3,3
712dc542-fc00-4c27-9451-079d9f7ec2af,2018-02-27,DRC,Laghman,Mehtarlam,,,,,,yes,30000,no,no,yes_improved_a_lot,more_than_half,less_than_half,,,,less_than_half,,less_than_half,,,,,,same,4,2,43.5,3,3
5e25663a-1494-4931-b79a-7a5f90708fe1,2018-02-27,DRC,Laghman,Mehtarlam,0,0,1,0,0,yes,30000,no,no,yes_improved_a_little,less_than_half,,,less_than_half,less_than_half,,,,,,,,,less,2,3,43.5,3,3
25d37e3c-2cd9-4872-99a6-5cd966470ae3,2018-02-27,DRC,Laghman,Mehtarlam,,,,,,yes,30000,no,no,yes_improved_a_little,more_than_half,,,,,less_than_half,,less_than_half,,,less_than_half,,,less,5,2,43,3,3
c88d9eaa-b0ae-4a45-ba34-0025aab4e4e5,2018-02-28,DRC,Laghman,Mehtarlam,,,,,,yes,30000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,,less_than_half,,,less,4,2,46.5,3,3
9f9dc39a-a7d8-4b88-a245-0965f19fb1cc,2018-02-28,DRC,Laghman,Mehtarlam,1,0,0,0,0,yes,30000,no,no,yes_improved_a_lot,more_than_half,less_than_half,,,,less_than_half,,,,,less_than_half,,,less,7,2,48.5,3,3
9c0798ac-3a32-4e4f-9ffa-b6d5677b3461,2018-02-27,DRC,Laghman,Mehtarlam,1,0,0,0,0,yes,30000,no,no,yes_improved_a_little,more_than_half,less_than_half,,,,less_than_half,,,,,less_than_half,,,less,3,3,38.5,2,3
e6876667-d7a2-4bd5-b607-807b537610ad,2018-02-27,DRC,Laghman,Mehtarlam,,,,,,yes,30000,no,no,yes_improved_a_lot,more_than_half,less_than_half,,less_than_half,,less_than_half,,,,,,,,less,4,2,46.5,3,3
c6fe5246-5345-4c4f-8fe0-f15acb0cc0b8,2018-02-27,DRC,Laghman,Mehtarlam,,,,,,yes,30000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,,more_than_half,,,less,2,3,34.5,2,3
0c91c35e-2373-4bf1-b275-0b6e28312431,2018-02-27,DRC,Laghman,Mehtarlam,,,,,,yes,30000,no,no,yes_improved_a_little,more_than_half,,,,,less_than_half,,less_than_half,,,,,,less,5,2,46.5,3,3
b9cdd44e-aa95-457c-a2a3-8aa4d51049f4,2018-02-26,DRC,Laghman,Mehtarlam,0,0,0,1,0,yes,18000,no,no,yes_improved_a_little,more_than_half,less_than_half,,less_than_half,,less_than_half,,,,,,,,less,4,2,32,2,2
2fc8bca5-d8b4-432a-8e80-e9c2646db009,2018-02-26,DRC,Laghman,Mehtarlam,0,0,0,1,0,yes,18000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,less_than_half,,,less_than_half,,,less,5,2,38,2,2
5133d669-2faa-49bc-83eb-380ff6e02ea0,2018-02-26,DRC,Laghman,Mehtarlam,0,0,0,1,1,yes,18000,no,no,yes_improved_a_lot,more_than_half,less_than_half,,,,less_than_half,,less_than_half,,,,,,less,4,2,34.5,2,2
75c8a850-ef41-4d51-8214-d114d517577a,2018-02-26,DRC,Laghman,Mehtarlam,,,,,,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,less_than_half,,,,,,less,5,2,47.5,3,3
2d913cf5-9f0a-4b1b-b7c9-1edd4edf011f,2018-02-26,DRC,Laghman,Mehtarlam,,,,,,yes,18000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,,,,,,less,9,2,43.5,3,3
0a10aaa7-47f5-40d4-89ee-90b2b2db26b5,2018-02-26,DRC,Laghman,Mehtarlam,0,0,0,1,0,yes,18000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,less_than_half,,,,,,more,5,2,32,2,2
d74408d3-aaec-4401-aebb-244cce14c670,2018-02-26,DRC,Laghman,Mehtarlam,,,,,,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,less_than_half,,,more_than_half,,,more,9,2,37,2,2
76ea8362-ea11-4692-93df-7ebae6019c14,2018-02-26,DRC,Laghman,Mehtarlam,,,,,,yes,18000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,less_than_half,,,less_than_half,,,more,6,2,37,2,2
dd439ebe-aabc-456f-808c-9fbdc2540c80,2018-02-03,DRC,Laghman,Mehtarlam,,,,,,yes,18000,no,no,yes_improved_a_little,less_than_half,,,,,more_than_half,,less_than_half,,,,,,more,10,1,34,2,1
4122f073-b30e-47a5-97fd-1e736ef6d0e6,2018-02-26,DRC,Laghman,Mehtarlam,,,,,,yes,18000,no,no,yes_improved_a_little,more_than_half,,,,,less_than_half,,less_than_half,,,less_than_half,,,less,5,2,37.5,2,2
caee4425-14dc-4640-a726-61c7356083e7,2018-02-26,DRC,Laghman,Mehtarlam,0,0,0,1,0,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,,more_than_half,,,more,10,1,37.5,2,1
4060889b-1231-47aa-9cfb-86d617954b00,2018-02-28,ACTED,Baghlan,Burka,0,0,1,0,0,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,less_than_half,,,,,,,,,,,same,2,3,25.5,1,2
308561be-51d9-49e4-8a60-98c6baa8c369,2018-02-28,ACTED,Baghlan,Burka,0,0,1,0,0,yes,14000,yes,no,yes_improved_a_lot,less_than_half,,less_than_half,,less_than_half,,,,,,,,,more,3,3,35,2,3
be4b3cbf-1a05-4a08-b2f5-690c30ed2114,2018-02-28,ACTED,Baghlan,Baghlan_e_Jadid,0,0,1,0,0,yes,14000,yes,no,yes_improved_a_lot,more_than_half,more_than_half,,,,,,,,,,,,same,3,3,31,2,3
d2f72f8a-eb84-486f-a2dc-c0042341a653,2018-02-28,ACTED,Baghlan,Burka,0,0,1,0,0,yes,14000,yes,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,less,4,2,38.5,2,2
08bc6188-2969-4f9c-a789-0736f388dc4e,2018-02-28,ACTED,Baghlan,Burka,0,0,1,0,0,yes,14000,yes,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,same,3,3,22,1,2
4286dbe4-0b5a-4c40-b91b-cdc87a550546,2018-02-28,ACTED,Baghlan,Burka,0,0,1,0,0,yes,14000,yes,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,same,2,3,32,2,3
25024d5a-a6be-4270-a547-4ee366775246,2018-02-28,ACTED,Baghlan,Burka,0,0,1,0,0,yes,14000,yes,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,same,1,3,34.5,2,3
61189aef-a10e-4c8b-8d7d-27ef82dc9a0b,2018-02-28,ACTED,Baghlan,Burka,0,0,1,0,0,yes,14000,yes,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,same,2,3,35,2,3
0415bc2f-afaf-4151-9407-b29c282c53be,2018-02-28,ACTED,Baghlan,Burka,0,0,1,0,0,yes,14000,yes,no,yes_improved_a_lot,,almost_all,,,,,,,,,,,,same,4,2,38,2,2
97d5e23d-afc4-4dea-8a35-5b4ffb2931ba,2018-02-28,ACTED,Baghlan,Burka,0,0,1,0,0,yes,14000,yes,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,same,3,3,31,2,3
9671501e-9f24-4bca-9d2b-e9767da1061b,2018-02-27,ACTED,Baghlan,Burka,0,0,1,0,0,yes,14000,yes,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,same,1,3,32,2,3
f71a26a8-f7f0-4ad7-90f6-ce4622fd00dc,2018-02-28,ACTED,Baghlan,Burka,0,0,1,0,0,yes,14000,yes,no,yes_improved_a_little,,,more_than_half,more_than_half,,,,,,,,,,same,3,3,37.5,2,3
eaf2586d-6e97-439e-a3b6-a0d74b069acf,2018-02-28,ACTED,Baghlan,Burka,0,0,1,0,0,yes,14000,yes,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,same,3,3,39,2,3
10077d2b-ba42-43da-a0ed-836d0c459642,2018-02-28,ACTED,Baghlan,Burka,0,0,1,0,0,yes,14000,yes,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,more,4,2,36.5,2,2
c6784e0a-f008-4fc2-9102-a257c92abc7b,2018-02-28,ACTED,Baghlan,Burka,0,0,1,0,0,yes,14000,yes,no,yes_improved_a_lot,more_than_half,more_than_half,,,,,,,,,,,,less,3,3,42,2,3
d97f9bf7-f902-497d-b5ad-c09d18e4cae0,2018-02-28,ACTED,Baghlan,Burka,0,0,1,0,0,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,same,2,3,31,2,3
0d5076a3-c413-4aa0-9761-27fd4866810c,2018-02-28,ACTED,Baghlan,Burka,0,0,1,0,0,yes,14000,yes,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,same,4,2,34,2,2
267942f4-08f7-41d6-a149-a3a6fbbc33d7,2018-02-28,ACTED,Baghlan,Burka,0,0,1,0,0,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,same,0,3,34,2,3
b4591bfe-6715-4e92-aa35-e681d2492b64,2018-02-28,ACTED,Baghlan,Burka,0,0,1,0,0,yes,14000,yes,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,same,1,3,30.5,2,3
9fecd710-2fd2-453f-8e52-438feb5de245,2018-02-28,ACTED,Baghlan,Burka,0,0,1,0,0,yes,14000,yes,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,same,3,3,32.5,2,3
6b2386fa-0738-4c7b-bd94-e19dcf577d62,2018-02-28,ACTED,Baghlan,Burka,0,0,1,0,0,yes,14000,yes,no,yes_improved_a_lot,,almost_all,,,,,,,,,,,,same,2,3,31,2,3
351e6995-a981-4a5b-ac20-f2e544e807d8,2018-02-28,ACTED,Baghlan,Burka,0,0,1,0,0,yes,14000,yes,no,yes_improved_a_lot,,almost_all,,,,,,,,,,,,same,3,3,27,1,2
1d4084a9-d69a-458f-ad31-5c8a47333875,2018-02-27,ACTED,Baghlan,Burka,0,0,1,0,0,yes,14000,yes,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,same,2,3,34,2,3
4eb2b371-d00c-41b8-af05-9fefecb046df,2018-02-28,NRC,Nangarhar,Jalalabad,,,,,,yes,14000,no,no,yes_improved_a_lot,,,,less_than_half,,,,more_than_half,,,,,,less,1,3,45.5,3,3
b9b1e31e-c861-4679-9bea-641cdf24767f,2018-02-28,NRC,Nangarhar,Jalalabad,,,,,,yes,14000,no,no,yes_improved_a_lot,,less_than_half,,less_than_half,,,,more_than_half,,,,,,less,1,3,45.5,3,3
8953b20b-08c4-4dfc-a272-84d9e1f3d1b0,2018-02-28,NRC,Nangarhar,Jalalabad,,,,,,yes,14000,no,no,yes_improved_a_lot,,less_than_half,,,less_than_half,less_than_half,,less_than_half,,,,,,less,0,3,46.5,3,3
219e05aa-4aaa-4307-8c1e-b38aa90a8298,2018-02-27,NRC,Nangarhar,Jalalabad,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,less_than_half,,,less_than_half,,,,,,less,1,3,44.5,3,3
dcc5dd07-e450-4f19-bec7-8e91dc04d663,2018-02-27,NRC,Nangarhar,Jalalabad,0,0,0,0,1,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,less_than_half,less_than_half,,,,,less,0,3,44.5,3,3
4e979d5d-9724-4aca-bab7-d12610781f43,2018-02-28,NRC,Nangarhar,Jalalabad,0,0,0,1,0,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,less_than_half,,,less_than_half,,,,,,less,2,3,45.5,3,3
32b37592-ca92-4d6c-a679-12afdf1c8329,2018-02-28,NRC,Nangarhar,Jalalabad,0,0,0,1,0,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,,,more_than_half,,,,,,less,2,3,44.5,3,3
bbc6f8e9-7e59-4ed4-82b5-2f1651bcc2da,2018-02-28,NRC,Nangarhar,Jalalabad,0,0,0,0,1,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,,,,more_than_half,,,,,,less,2,3,43.5,3,3
d7d6dbf4-d748-4247-818a-931fea76ab17,2018-02-28,NRC,Nangarhar,Jalalabad,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,,,,less_than_half,,,less_than_half,,,less,0,3,45.5,3,3
a8332f89-2490-410d-b80f-1831c40a426a,2018-02-27,NRC,Nangarhar,Jalalabad,0,0,0,1,0,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,,,less_than_half,,,,,,less,1,3,44.5,3,3
ae019cae-297b-4416-8424-514027e635f4,2018-02-27,NRC,Nangarhar,Jalalabad,0,0,0,0,1,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,,,,,,less,1,3,44.5,3,3
869d2b2b-abe0-49e9-bdb9-79b1695542ee,2018-02-25,PIN,Balkh,Mazar_e_Sharif,0,0,1,0,0,yes,14000,no,no,yes_improved_a_lot,,,,,,,,,,,almost_all,,,less,8,2,33.5,2,2
070ae46a-09e8-4336-aa6c-eaffc91b3283,2018-02-25,PIN,Balkh,Mazar_e_Sharif,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,,more_than_half,,,less,7,2,38.5,2,2
98b8eca2-ca48-4407-9c67-30e374fc3485,2018-02-25,PIN,Balkh,Nahr_e_Shahi,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,,,more_than_half,,less_than_half,less_than_half,,,less,7,2,38,2,2
754538ec-d104-487e-8a6f-8ea1feeeb137,2018-02-25,PIN,Balkh,Nahr_e_Shahi,1,0,0,0,0,yes,14000,no,no,yes_improved_a_little,less_than_half,,,less_than_half,,less_than_half,,,,more_than_half,,,,same,12,1,31,2,1
f435e7eb-ff23-4a95-8837-9f12ae71097b,2018-02-25,PIN,Balkh,Mazar_e_Sharif,,,,,,yes,14000,no,no,yes_improved_a_little,less_than_half,,,,,less_than_half,,almost_all,,,,,,same,7,2,34,2,2
325e0918-6090-4039-8efc-70ba75dcbdb2,2018-02-25,PIN,Balkh,Dehdadi,1,0,0,0,0,yes,14000,no,no,yes_improved_a_little,less_than_half,,,less_than_half,,less_than_half,,,,,more_than_half,,,less,9,2,44.5,3,3
c43970f1-b30f-4e4f-a365-1464c85c03cd,2018-02-25,PIN,Balkh,Dehdadi,,,,,,yes,14000,no,yes,yes_improved_a_lot,less_than_half,,,,,more_than_half,,,,,,less_than_half,,same,7,2,36.5,2,2
b50cdeaf-52d6-4f68-aa39-af562da6e162,2018-02-25,PIN,Balkh,Mazar_e_Sharif,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,,,,,less_than_half,more_than_half,,,less,7,2,42,2,2
bce6b161-c8df-4203-acf5-988771378663,2018-02-25,PIN,Balkh,Nahr_e_Shahi,,,,,,yes,14000,no,no,yes_improved_a_little,less_than_half,,,,,less_than_half,,,,more_than_half,less_than_half,,,less,7,2,33,2,2
ad2fc8ee-c60a-4897-939b-64eeaea01019,2018-02-25,PIN,Balkh,Dehdadi,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,,less_than_half,,,,more_than_half,,,,same,7,2,46.5,3,3
6c9eb092-b4cd-468b-8874-9147ed4fc78c,2018-02-25,PIN,Balkh,Dehdadi,,,,,,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,less_than_half,more_than_half,,,less,7,2,44.5,3,3
a9817308-c902-494b-80ad-5babf10f4682,2018-02-26,PIN,Balkh,Mazar_e_Sharif,,,,,,yes,14000,no,no,yes_improved_a_little,less_than_half,,,,,less_than_half,,less_than_half,,,more_than_half,,,more,10,1,32.5,2,1
8af8a074-fd95-418a-8898-039b1ff2282b,2018-02-26,PIN,Balkh,Mazar_e_Sharif,,,,,,yes,14000,no,no,no_it_did_not_make_a_difference,less_than_half,,,almost_nothing,,less_than_half,,more_than_half,,less_than_half,,,,less,24,1,32.5,2,1
ff9baca2-64c4-4c0f-9f0f-0b4285fd9ec7,2018-02-26,PIN,Balkh,Nahr_e_Shahi,1,0,0,0,0,yes,14000,no,no,yes_improved_a_little,more_than_half,,,,,,,,,,less_than_half,,,more,7,2,34.5,2,2
26967ec4-49dc-410f-9148-f72f4b70d87b,2018-02-26,PIN,Balkh,Nahr_e_Shahi,,,,,,yes,14000,no,no,yes_improved_a_little,less_than_half,,,,,more_than_half,,,,,,,,less,20,1,40.5,2,1
